TBLID,GEOID,GEONAME,PROFLN,TITLE,ESTIMATE_1,MG_ERROR_1,ESTIMATE_2,MG_ERROR_2,ESTIMATE_3,MG_ERROR_3,ESTIMATE_4,MG_ERROR_4,ESTIMATE_5,MG_ERROR_5,ESTIMATE_6,MG_ERROR_6,ESTIMATE_7,MG_ERROR_7,ESTIMATE_8,MG_ERROR_8,OCC_CODE,OCC_DESCRIPTION
EEOALL10W,C2100US,United States - Place of Work,6.8,40 to 44 years,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,6.9,"Total, both sexes",,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,7,Number,"3,475",+/-406,"1,615",+/-290,"1,645",+/-258,150,+/-103,40,+/-28,4,+/-12,15,+/-21,4,+/-12,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,8,Percent,12.1,+/-1.4,5.6,+/-1.0,5.7,+/-0.9,0.5,+/-0.4,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,8.9,Male,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,9,Number,"3,405",+/-393,"1,615",+/-290,"1,600",+/-245,125,+/-96,40,+/-28,4,+/-12,15,+/-21,4,+/-12,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,10,Percent,11.9,+/-1.3,5.6,+/-1.0,5.6,+/-0.8,0.4,+/-0.3,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,10.9,Female,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,11,Number,70,+/-79,0,+/-27,45,+/-68,25,+/-48,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,12,Percent,0.2,+/-0.3,0,+/-0.1,0.2,+/-0.2,0.1,+/-0.2,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,12.8,45 to 49 years,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,12.9,"Total, both sexes",,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,13,Number,"2,790",+/-386,"1,395",+/-311,"1,165",+/-233,160,+/-105,4,+/-12,25,+/-39,0,+/-27,40,+/-46,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,14,Percent,9.7,+/-1.3,4.9,+/-1.1,4.1,+/-0.8,0.6,+/-0.4,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.2,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,14.9,Male,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,15,Number,"2,750",+/-394,"1,395",+/-311,"1,130",+/-235,160,+/-105,4,+/-12,25,+/-39,0,+/-27,40,+/-47,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,16,Percent,9.6,+/-1.3,4.9,+/-1.1,3.9,+/-0.8,0.6,+/-0.4,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.2,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,16.9,Female,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,17,Number,40,+/-42,0,+/-27,35,+/-41,0,+/-27,0,+/-27,0,+/-27,0,+/-27,4,+/-2,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,18,Percent,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,18.8,50 to 54 years,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,18.9,"Total, both sexes",,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,19,Number,"2,375",+/-348,515,+/-180,"1,535",+/-281,130,+/-92,70,+/-42,100,+/-98,0,+/-27,25,+/-29,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,20,Percent,8.3,+/-1.2,1.8,+/-0.6,5.4,+/-1.0,0.5,+/-0.3,0.2,+/-0.1,0.3,+/-0.3,0,+/-0.1,0.1,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,20.9,Male,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,21,Number,"2,300",+/-353,475,+/-177,"1,500",+/-281,130,+/-92,70,+/-42,100,+/-98,0,+/-27,25,+/-29,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,22,Percent,8,+/-1.2,1.7,+/-0.6,5.2,+/-1.0,0.5,+/-0.3,0.2,+/-0.1,0.3,+/-0.3,0,+/-0.1,0.1,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,22.9,Female,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,23,Number,70,+/-68,40,+/-59,35,+/-39,0,+/-27,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,24,Percent,0.2,+/-0.2,0.1,+/-0.2,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,24.8,55 to 59 years,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,24.9,"Total, both sexes",,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,25,Number,"1,690",+/-249,550,+/-190,970,+/-202,90,+/-63,50,+/-40,0,+/-27,4,+/-10,25,+/-37,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,26,Percent,5.9,+/-0.9,1.9,+/-0.7,3.4,+/-0.7,0.3,+/-0.2,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,0.1,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,26.9,Male,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,27,Number,"1,615",+/-246,550,+/-190,920,+/-191,90,+/-63,50,+/-40,0,+/-27,4,+/-10,4,+/-6,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,28,Percent,5.6,+/-0.9,1.9,+/-0.7,3.2,+/-0.7,0.3,+/-0.2,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,28.9,Female,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,29,Number,70,+/-56,0,+/-27,50,+/-43,0,+/-27,0,+/-27,0,+/-27,0,+/-27,25,+/-38,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,30,Percent,0.2,+/-0.2,0,+/-0.1,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0.1,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,30.8,60 to 69 years,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,30.9,"Total, both sexes",,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,31,Number,"1,285",+/-296,375,+/-171,760,+/-217,110,+/-67,15,+/-18,10,+/-16,0,+/-27,15,+/-31,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,32,Percent,4.5,+/-1.0,1.3,+/-0.6,2.7,+/-0.8,0.4,+/-0.2,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0.1,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,32.9,Male,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,33,Number,"1,215",+/-281,375,+/-171,690,+/-201,110,+/-67,15,+/-18,10,+/-16,0,+/-27,15,+/-31,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,34,Percent,4.2,+/-1.0,1.3,+/-0.6,2.4,+/-0.7,0.4,+/-0.2,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0.1,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,34.9,Female,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,35,Number,70,+/-68,0,+/-27,70,+/-68,0,+/-27,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,36,Percent,0.2,+/-0.2,0,+/-0.1,0.2,+/-0.2,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,36.8,70 years and over,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,36.9,"Total, both sexes",,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,37,Number,370,+/-130,95,+/-64,270,+/-117,0,+/-27,0,+/-27,0,+/-27,0,+/-27,10,+/-14,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,38,Percent,1.3,+/-0.5,0.3,+/-0.2,0.9,+/-0.4,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,38.9,Male,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,39,Number,355,+/-130,95,+/-64,255,+/-113,0,+/-27,0,+/-27,0,+/-27,0,+/-27,10,+/-14,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,40,Percent,1.2,+/-0.5,0.3,+/-0.2,0.9,+/-0.4,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,40.9,Female,,,,,,,,,,,,,,,,,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,41,Number,15,+/-25,0,+/-27,15,+/-25,0,+/-27,0,+/-27,0,+/-27,0,+/-27,0,+/-27,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,42,Percent,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6710,Fence erectors
EEOALL10W,C2100US,United States - Place of Work,0.8,16 to 39 years,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,0.9,"Total, both sexes",,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,1,Number,"12,975",+/-851,"3,995",+/-486,"6,810",+/-636,"1,210",+/-295,155,+/-86,425,+/-212,4,+/-8,380,+/-162,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,2,Percent,43.2,+/-1.8,13.3,+/-1.5,22.7,+/-1.7,4,+/-1.0,0.5,+/-0.3,1.4,+/-0.7,0,+/-0.1,1.3,+/-0.5,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,2.9,Male,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,3,Number,"10,645",+/-826,"3,435",+/-457,"5,750",+/-581,755,+/-214,115,+/-77,290,+/-130,4,+/-8,295,+/-154,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,4,Percent,35.4,+/-1.9,11.4,+/-1.4,19.1,+/-1.6,2.5,+/-0.7,0.4,+/-0.3,1,+/-0.4,0,+/-0.1,1,+/-0.5,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,4.9,Female,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,5,Number,"2,330",+/-353,555,+/-172,"1,060",+/-230,450,+/-189,45,+/-49,140,+/-113,0,+/-27,80,+/-70,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,6,Percent,7.7,+/-1.2,1.8,+/-0.6,3.5,+/-0.8,1.5,+/-0.6,0.1,+/-0.2,0.5,+/-0.4,0,+/-0.1,0.3,+/-0.2,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,6.8,40 to 44 years,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,6.9,"Total, both sexes",,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,7,Number,"3,355",+/-477,"1,000",+/-225,"1,900",+/-334,360,+/-146,20,+/-32,70,+/-77,0,+/-27,4,+/-3,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,8,Percent,11.2,+/-1.5,3.3,+/-0.7,6.3,+/-1.1,1.2,+/-0.5,0.1,+/-0.1,0.2,+/-0.3,0,+/-0.1,0,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,8.9,Male,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,9,Number,"2,745",+/-392,895,+/-223,"1,595",+/-293,225,+/-93,10,+/-14,15,+/-27,0,+/-27,4,+/-3,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,10,Percent,9.1,+/-1.2,3,+/-0.7,5.3,+/-1.0,0.7,+/-0.3,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,10.9,Female,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,11,Number,610,+/-204,105,+/-71,300,+/-124,135,+/-99,15,+/-30,55,+/-73,0,+/-27,0,+/-27,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,12,Percent,2,+/-0.7,0.3,+/-0.2,1,+/-0.4,0.4,+/-0.3,0,+/-0.1,0.2,+/-0.2,0,+/-0.1,0,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,12.8,45 to 49 years,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,12.9,"Total, both sexes",,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,13,Number,"3,240",+/-353,775,+/-193,"1,540",+/-212,835,+/-242,40,+/-43,25,+/-28,0,+/-27,20,+/-21,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,14,Percent,10.8,+/-1.2,2.6,+/-0.6,5.1,+/-0.7,2.8,+/-0.8,0.1,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,14.9,Male,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,15,Number,"2,485",+/-338,725,+/-195,"1,240",+/-211,460,+/-178,35,+/-42,15,+/-26,0,+/-27,10,+/-20,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,16,Percent,8.3,+/-1.1,2.4,+/-0.6,4.1,+/-0.7,1.5,+/-0.6,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,16.9,Female,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,17,Number,755,+/-201,50,+/-49,305,+/-100,375,+/-169,4,+/-8,10,+/-15,0,+/-27,10,+/-12,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,18,Percent,2.5,+/-0.7,0.2,+/-0.2,1,+/-0.3,1.2,+/-0.6,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,18.8,50 to 54 years,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,18.9,"Total, both sexes",,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,19,Number,"4,090",+/-450,935,+/-195,"2,220",+/-315,715,+/-206,15,+/-13,130,+/-81,0,+/-27,70,+/-63,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,20,Percent,13.6,+/-1.4,3.1,+/-0.6,7.4,+/-1.0,2.4,+/-0.7,0,+/-0.1,0.4,+/-0.3,0,+/-0.1,0.2,+/-0.2,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,20.9,Male,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,21,Number,"3,180",+/-421,740,+/-171,"1,800",+/-302,495,+/-173,15,+/-13,80,+/-61,0,+/-27,55,+/-59,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,22,Percent,10.6,+/-1.3,2.5,+/-0.6,6,+/-1.0,1.6,+/-0.6,0,+/-0.1,0.3,+/-0.2,0,+/-0.1,0.2,+/-0.2,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,22.9,Female,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,23,Number,910,+/-192,195,+/-101,420,+/-139,220,+/-95,4,+/-1,50,+/-51,0,+/-27,20,+/-20,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,24,Percent,3,+/-0.6,0.6,+/-0.3,1.4,+/-0.5,0.7,+/-0.3,0,+/-0.1,0.2,+/-0.2,0,+/-0.1,0.1,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,24.8,55 to 59 years,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,24.9,"Total, both sexes",,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,25,Number,"3,530",+/-451,975,+/-301,"1,895",+/-285,600,+/-203,0,+/-27,40,+/-30,4,+/-3,20,+/-19,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,26,Percent,11.7,+/-1.4,3.2,+/-1.0,6.3,+/-0.9,2,+/-0.7,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,26.9,Male,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,27,Number,"2,750",+/-414,765,+/-269,"1,495",+/-274,430,+/-184,0,+/-27,30,+/-27,4,+/-3,20,+/-19,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,28,Percent,9.1,+/-1.3,2.5,+/-0.9,5,+/-0.9,1.4,+/-0.6,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,28.9,Female,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,29,Number,785,+/-148,210,+/-101,400,+/-97,170,+/-111,0,+/-27,4,+/-16,0,+/-27,0,+/-27,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,30,Percent,2.6,+/-0.5,0.7,+/-0.3,1.3,+/-0.3,0.6,+/-0.4,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,30.8,60 to 69 years,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,30.9,"Total, both sexes",,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,31,Number,"2,615",+/-310,575,+/-164,"1,540",+/-216,415,+/-137,10,+/-14,60,+/-45,10,+/-16,10,+/-15,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,32,Percent,8.7,+/-1.1,1.9,+/-0.5,5.1,+/-0.7,1.4,+/-0.5,0,+/-0.1,0.2,+/-0.2,0,+/-0.1,0,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,32.9,Male,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,33,Number,"1,910",+/-306,410,+/-147,"1,085",+/-208,340,+/-128,10,+/-14,55,+/-45,10,+/-16,4,+/-2,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,34,Percent,6.4,+/-1.0,1.4,+/-0.5,3.6,+/-0.7,1.1,+/-0.4,0,+/-0.1,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,34.9,Female,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,35,Number,705,+/-150,160,+/-83,455,+/-108,75,+/-45,0,+/-27,4,+/-9,0,+/-27,10,+/-15,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,36,Percent,2.3,+/-0.5,0.5,+/-0.3,1.5,+/-0.4,0.2,+/-0.2,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,36.8,70 years and over,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,36.9,"Total, both sexes",,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,37,Number,260,+/-98,30,+/-31,170,+/-74,40,+/-36,4,+/-10,0,+/-27,0,+/-27,15,+/-18,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,38,Percent,0.9,+/-0.3,0.1,+/-0.1,0.6,+/-0.2,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,38.9,Male,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,39,Number,165,+/-67,15,+/-29,125,+/-54,15,+/-20,0,+/-27,0,+/-27,0,+/-27,10,+/-13,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,40,Percent,0.5,+/-0.2,0,+/-0.1,0.4,+/-0.2,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,40.9,Female,,,,,,,,,,,,,,,,,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,41,Number,95,+/-60,15,+/-18,45,+/-46,25,+/-32,4,+/-10,0,+/-27,0,+/-27,4,+/-10,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,42,Percent,0.3,+/-0.2,0,+/-0.1,0.1,+/-0.2,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6720,Hazardous materials removal workers
EEOALL10W,C2100US,United States - Place of Work,0.8,16 to 39 years,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,0.9,"Total, both sexes",,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,1,Number,"35,220","+/-1,387","5,555",+/-726,"25,525","+/-1,150","2,745",+/-389,380,+/-89,220,+/-113,125,+/-83,670,+/-208,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,2,Percent,35.9,+/-1.1,5.7,+/-0.7,26,+/-1.0,2.8,+/-0.4,0.4,+/-0.1,0.2,+/-0.1,0.1,+/-0.1,0.7,+/-0.2,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,2.9,Male,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,3,Number,"34,175","+/-1,372","5,330",+/-679,"24,855","+/-1,138","2,615",+/-369,375,+/-89,220,+/-113,115,+/-82,665,+/-206,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,4,Percent,34.8,+/-1.1,5.4,+/-0.7,25.3,+/-1.0,2.7,+/-0.4,0.4,+/-0.1,0.2,+/-0.1,0.1,+/-0.1,0.7,+/-0.2,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,4.9,Female,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,5,Number,"1,045",+/-263,225,+/-114,670,+/-197,130,+/-112,4,+/-7,0,+/-27,10,+/-16,10,+/-17,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,6,Percent,1.1,+/-0.3,0.2,+/-0.1,0.7,+/-0.2,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,6.8,40 to 44 years,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,6.9,"Total, both sexes",,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,7,Number,"10,030",+/-752,"1,660",+/-330,"7,050",+/-581,"1,095",+/-272,70,+/-29,70,+/-75,10,+/-14,75,+/-55,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,8,Percent,10.2,+/-0.7,1.7,+/-0.3,7.2,+/-0.6,1.1,+/-0.3,0.1,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,8.9,Male,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,9,Number,"9,595",+/-737,"1,645",+/-331,"6,820",+/-563,920,+/-260,70,+/-29,70,+/-75,10,+/-14,65,+/-57,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,10,Percent,9.8,+/-0.7,1.7,+/-0.3,6.9,+/-0.5,0.9,+/-0.3,0.1,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,10.9,Female,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,11,Number,435,+/-181,15,+/-25,235,+/-148,175,+/-99,4,+/-3,0,+/-27,0,+/-27,10,+/-15,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,12,Percent,0.4,+/-0.2,0,+/-0.1,0.2,+/-0.2,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,12.8,45 to 49 years,,,,,,,,,,,,,,,,,6730,Highway maintenance workers
EEOALL10W,C2100US,United States - Place of Work,12.9,"Total, both sexes",,,,,,,,,,,,,,,,,6730,Highway maintenance workers
